,text,general_tags,specific_tags,token_tagset
0,This may be a misleading title .,"['DT', 'VB', 'VB', 'FW', 'JJ', 'NOUN', 'PUNC']","['DT', 'VBH', 'VB', 'FW', 'JJ', 'NN', 'PMP']","['Spacy', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'Spacy', 'MGNN']"
1,If you are 18 - 30 yrs old .,"['IN', 'PR', 'VBPR', 'CD', 'SYM', 'CD', 'NOUN', 'JJ', 'PUNC']","['IN', 'PRP', 'VBP', 'CDB', 'PMS', 'CDB', 'NN', 'JJ', 'PMP']","['Spacy', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN']"
2,Message me or text me ( 09175418046 ) if you want to help out with this passion project .,"['VB', 'PR', 'CONJ', 'VB', 'PR', 'SYM', 'CD', 'SYM', 'IN', 'PR', 'VBPR', 'TO', 'VB', 'RB', 'IN', 'DT', 'NOUN', 'NOUN', 'PUNC']","['VB', 'PRP', 'CC', 'VB', 'PRP', 'PMS', 'CDB', 'PMS', 'IN', 'PRP', 'VBP', 'TO', 'VB', 'RP', 'IN', 'DT', 'NN', 'NN', 'PMP']","['Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'MGNN']"
3,Please enlighten me regarding this matter .,"['UH', 'VB', 'PR', 'VBPR', 'DT', 'NOUN', 'PUNC']","['UH', 'VB', 'PRP', 'VBG', 'DT', 'NN', 'PMP']","['Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'MGNN']"
4,This is not a hookup post btw .,"['DT', 'VBPR', 'RB', 'FW', 'FW', 'NOUN', 'RB', 'PUNC']","['DT', 'VBZ', 'RB', 'FW', 'FW', 'NN', 'RB', 'PMP']","['Spacy', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN']"
5,Budget 20k a month Max .,"['NOUN', 'CD', 'FW', 'NOUN', 'PROPN', 'PUNC']","['NN', 'CDB', 'FW', 'NN', 'NNP', 'PMP']","['Spacy', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN']"
6,Any tips guys how to handle this ?,"['PROPN', 'NOUN', 'NOUN', 'RB', 'TO', 'VB', 'DT', 'PUNC']","['NNP', 'NNS', 'NNS', 'WRB', 'TO', 'VB', 'DT', 'PMQ']","['MGNN', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'MGNN']"
7,This will be my first time ordering online outside the country .,"['DT', 'MD', 'VB', 'PR', 'JJ', 'NOUN', 'VBPR', 'RB', 'IN', 'DT', 'NOUN', 'PUNC']","['DT', 'MD', 'VB', 'PRP$', 'JJ', 'NN', 'VBG', 'RB', 'IN', 'DT', 'NN', 'PMP']","['Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'MGNN']"
8,"Also , why entrust the implementation of vaccination slots to this faulty eZConsult app ?","['RB', 'PUNC', 'RB', 'VB', 'DT', 'NOUN', 'IN', 'NOUN', 'NOUN', 'IN', 'DT', 'JJ', 'PROPN', 'NOUN', 'PUNC']","['RB', 'PMC', 'WRB', 'VB', 'DT', 'NN', 'IN', 'NN', 'NNS', 'IN', 'DT', 'JJ', 'NNP', 'NN', 'PMQ']","['Spacy', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'MGNN']"
9,LF someone petite to fuck .,"['PROPN', 'NOUN', 'JJ', 'TO', 'NOUN', 'PUNC']","['NNP', 'NN', 'JJ', 'TO', 'NN', 'PMP']","['Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'MGNN']"
