,text,general_tags,specific_tags,token_tagset
0,This may be a misleading title .,"['DT', 'VB', 'VB', 'NOUN', 'VBPR', 'NOUN', 'PUNC']","['DT', 'VBH', 'VB', 'NNC', 'VBG', 'NN', 'PMP']","['Flair', 'MGNN', 'Flair', 'MGNN', 'Flair', 'Flair', 'MGNN']"
1,If you are 18 - 30 yrs old .,"['IN', 'PR', 'VBPR', 'CD', 'SYM', 'CD', 'UH', 'JJ', 'PUNC']","['IN', 'PRP', 'VBP', 'CDB', 'PMS', 'CDB', 'UH', 'JJ', 'PMP']","['Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN']"
2,Message me or text me ( 09175418046 ) if you want to help out with this passion project .,"['NOUN', 'PR', 'CONJ', 'NOUN', 'PR', 'SYM', 'CD', 'SYM', 'IN', 'PR', 'VB', 'XX', 'VB', 'RB', 'IN', 'DT', 'NOUN', 'NOUN', 'PUNC']","['NN', 'PRP', 'CC', 'NN', 'PRP', 'PMS', 'CDB', 'PMS', 'IN', 'PRP', 'VB', 'XX', 'VB', 'RB', 'IN', 'DT', 'NN', 'NN', 'PMP']","['Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN']"
3,Please enlighten me regarding this matter .,"['UH', 'VB', 'PR', 'VBPR', 'DT', 'NOUN', 'PUNC']","['UH', 'VB', 'PRP', 'VBG', 'DT', 'NN', 'PMP']","['Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN']"
4,This is not a hookup post btw .,"['DT', 'VBPR', 'RB', 'NOUN', 'FW', 'NOUN', 'UH', 'PUNC']","['DT', 'VBZ', 'RB', 'NNC', 'FW', 'NN', 'UH', 'PMP']","['Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN']"
5,Budget 20k a month Max .,"['NOUN', 'CD', 'NOUN', 'NOUN', 'PROPN', 'PUNC']","['NN', 'CDB', 'NNC', 'NN', 'NNP', 'PMP']","['Flair', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN']"
6,Any tips guys how to handle this ?,"['PROPN', 'NOUN', 'NOUN', 'RB', 'XX', 'VB', 'DT', 'PUNC']","['NNP', 'NNS', 'NNS', 'WRB', 'XX', 'VB', 'DT', 'PMQ']","['MGNN', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN']"
7,This will be my first time ordering online outside the country .,"['DT', 'MD', 'VB', 'PR', 'RB', 'NOUN', 'VBPR', 'RB', 'RB', 'DT', 'NOUN', 'PUNC']","['DT', 'MD', 'VB', 'PRP$', 'RB', 'NN', 'VBG', 'RB', 'RB', 'DT', 'NN', 'PMP']","['Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN']"
8,"Also , why entrust the implementation of vaccination slots to this faulty eZConsult app ?","['RB', 'PUNC', 'RB', 'NOUN', 'DT', 'NOUN', 'IN', 'NOUN', 'NOUN', 'XX', 'DT', 'JJ', 'PROPN', 'NOUN', 'PUNC']","['RB', 'PMC', 'WRB', 'NN', 'DT', 'NN', 'IN', 'NN', 'NNS', 'XX', 'DT', 'JJ', 'NNP', 'NN', 'PMQ']","['Flair', 'MGNN', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN']"
9,LF someone petite to fuck .,"['PROPN', 'NOUN', 'NOUN', 'XX', 'NOUN', 'PUNC']","['NNP', 'NN', 'NN', 'XX', 'NN', 'PMP']","['Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN']"
