,text,general_tags,specific_tags,token_tagset
0,It 's as if mga bobo at tanga ang mga kababayan natin kung kausapin nila .,"['PR', 'VBPR', 'NOUN', 'IN', 'DT', 'JJ', 'IN', 'JJ', 'DT', 'DT', 'NOUN', 'PR', 'CONJ', 'VB', 'PR', 'PUNC']","['PRP', 'VBZ', 'NNC', 'IN', 'DTCP', 'JJD', 'IN', 'JJD', 'DTC', 'DTCP', 'NNC', 'PRP', 'CCR', 'VBOF', 'PRP', 'PMP']","['Spacy', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
1,And there 's this fandom ng isa sa mga sikat na authors daw .,"['CONJ', 'RB', 'VBPR', 'DT', 'NOUN', 'CONJ', 'PR', 'CONJ', 'DT', 'JJ', 'CCP', 'NOUN', 'RB', 'PUNC']","['CC', 'RB', 'VBZ', 'DT', 'NNC', 'CCB', 'PRI', 'CCT', 'DTCP', 'JJD', 'CCP', 'NNS', 'RBI', 'PMP']","['Spacy', 'Spacy', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN']"
2,Today 's sages will be tomorrow 's scapegoats .,"['NOUN', 'VBPR', 'NOUN', 'MD', 'VB', 'NOUN', 'VBPR', 'NOUN', 'PUNC']","['NN', 'VBZ', 'NNS', 'MD', 'VB', 'NN', 'VBZ', 'NNS', 'PMP']","['Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'MGNN']"
3,Sit on Santa 's lap45 .,"['VB', 'FW', 'PROPN', 'VBPR', 'NOUN', 'PUNC']","['VB', 'FW', 'NNP', 'VBZ', 'NNC', 'PMP']","['Spacy', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN']"
4,How about Chevrolet Sail 's resale value ?,"['RB', 'RB', 'PROPN', 'PROPN', 'VBPR', 'NOUN', 'NOUN', 'PUNC']","['WRB', 'RB', 'NNP', 'NNP', 'VBZ', 'NN', 'NN', 'PMQ']","['Spacy', 'Spacy', 'Spacy', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'MGNN']"
5,"Umaasang makakaahon mula sa kinasadlakang apat na sunod na kabiguan pagkaraang pagharian ang nakaraang Philippine Cup ang Beermen matapos magdesisyon na palaruin na ang dapat sana ' y sa darating na Governor 's Cup pa nilang reinforcement na si Arizona Reid at palitan ang naunang import na si Ronald Roberts . Ayon kay coach Leo Austria , inaasahan nilang makakatulong ng malaki si Reid sa kanilang decision making at maibibigay nito ang hinahanap na liderato sa loob ng court . Tiyak namang ipantatapat sa kanila ng Meralco ang reliable import na si Josh Davis na isa sa pinakamalaking dahilan kung bakit tinatamasa ngayon ng Bolts ang pinamaganda nilang panimula sa nakalipas na apat na taon . Pinakamaliit sa hanay ngayon ng mga imports sa taas niyang 6- foot-4 , nangako naman si Reid na sisikapin niyang maibigay ang tulong na hinihingi sa kanya ng Beermen .","['VBPR', 'VBFT', 'RB', 'CONJ', 'VBPR', 'CD', 'CCP', 'JJ', 'CCP', 'NOUN', 'NOUN', 'VB', 'DT', 'RB', 'PROPN', 'PROPN', 'DT', 'PROPN', 'VB', 'VB', 'CCP', 'NOUN', 'CCP', 'DT', 'VB', 'VB', 'SYM', 'FW', 'CONJ', 'VBFT', 'CCP', 'NOUN', 'VBPR', 'PROPN', 'RB', 'PR', 'NOUN', 'CCP', 'DT', 'PROPN', 'PROPN', 'IN', 'VB', 'DT', 'VBPT', 'NOUN', 'CCP', 'DT', 'PROPN', 'PROPN', 'PUNC', 'RB', 'DT', 'NOUN', 'PROPN', 'PROPN', 'PUNC', 'VBPR', 'PR', 'VBFT', 'CONJ', 'JJ', 'DT', 'PROPN', 'CONJ', 'PR', 'NOUN', 'VB', 'IN', 'VBFT', 'PR', 'DT', 'VBPR', 'CCP', 'NOUN', 'CONJ', 'NOUN', 'CONJ', 'NOUN', 'PUNC', 'RB', 'RB', 'VBPR', 'CONJ', 'PR', 'CONJ', 'PROPN', 'DT', 'JJ', 'NOUN', 'CCP', 'DT', 'NOUN', 'PROPN', 'CCP', 'PR', 'CONJ', 'JJ', 'NOUN', 'CONJ', 'PR', 'VBPR', 'RB', 'CONJ', 'NOUN', 'DT', 'VBPR', 'PR', 'NOUN', 'CONJ', 'VBPT', 'CCP', 'CD', 'CCP', 'NOUN', 'PUNC', 'JJ', 'CONJ', 'NOUN', 'RB', 'CONJ', 'DT', 'NOUN', 'CONJ', 'NOUN', 'PR', 'CD', 'ADD', 'PUNC', 'VBPT', 'RB', 'DT', 'PROPN', 'CCP', 'VBFT', 'PR', 'VB', 'DT', 'NOUN', 'CCP', 'VBPR', 'CONJ', 'PR', 'CONJ', 'PROPN', 'PUNC']","['VBTR', 'VBTF', 'RBW', 'CCT', 'VBTR', 'JJN', 'CCP', 'JJD', 'CCP', 'NNC', 'NNC', 'VBW', 'DTC', 'RBW', 'NNP', 'NNP', 'DTC', 'NNP', 'VBW', 'VBW', 'CCP', 'NNC', 'CCP', 'DTC', 'VBS', 'VBS', 'PMS', 'FW', 'CCT', 'VBTF', 'CCP', 'NN', 'VBZ', 'NNP', 'RBI', 'PRP', 'NN', 'CCP', 'DTP', 'NNP', 'NNP', 'IN', 'VBOF', 'DTC', 'VBTS', 'NN', 'CCP', 'DTP', 'NNP', 'NNP', 'PMP', 'RBR', 'DTP', 'NN', 'NNP', 'NNP', 'PMC', 'VBTR', 'PRP', 'VBTF', 'CCB', 'JJD', 'DTP', 'NNP', 'CCT', 'PRSP', 'NN', 'VBW', 'IN', 'VBTF', 'PRO', 'DTC', 'VBTR', 'CCP', 'NNC', 'CCT', 'NNC', 'CCB', 'NN', 'PMP', 'RBD', 'RBI', 'VBTR', 'CCT', 'PRSP', 'CCB', 'NNP', 'DTC', 'JJ', 'NN', 'CCP', 'DTP', 'NN', 'NNP', 'CCP', 'PRI', 'CCT', 'JJCS', 'NNC', 'CCR', 'PRQ', 'VBTR', 'RBW', 'CCB', 'NNS', 'DTC', 'VBTR', 'PRP', 'NNC', 'CCT', 'VBTS', 'CCP', 'JJN', 'CCP', 'NNC', 'PMP', 'JJCS', 'CCT', 'NNC', 'RBW', 'CCB', 'DTCP', 'NNS', 'CCT', 'NNC', 'PRS', 'CDB', 'ADD', 'PMC', 'VBTS', 'RBI', 'DTP', 'NNP', 'CCP', 'VBTF', 'PRS', 'VBW', 'DTC', 'NNC', 'CCP', 'VBTR', 'CCT', 'PRSP', 'CCB', 'NNP', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
6,"Malaking kapalpakan ang nagawa ng inupahang tao ng pamunuan ng FPJ 's Ang Probinsiyano nang gamitin ang wedding picture nina Dingdong Dantes at Marian Rivera , maging ang litratong kasama ng mag-asawa ang anak nilang si Letizia , nang walang pahintulot sa dalawang pagkakataon .","['JJ', 'NOUN', 'DT', 'VBPT', 'CONJ', 'VBPT', 'NOUN', 'CONJ', 'NOUN', 'CONJ', 'PROPN', 'VBPR', 'DT', 'PROPN', 'RB', 'VB', 'DT', 'NOUN', 'NOUN', 'DT', 'PROPN', 'PROPN', 'IN', 'PROPN', 'PROPN', 'PUNC', 'VB', 'DT', 'NOUN', 'CONJ', 'CONJ', 'NOUN', 'DT', 'NOUN', 'PR', 'DT', 'PROPN', 'PUNC', 'RB', 'VB', 'NOUN', 'CONJ', 'CD', 'NOUN', 'PUNC']","['JJD', 'NNC', 'DTC', 'VBTS', 'CCB', 'VBTS', 'NNC', 'CCB', 'NNC', 'CCB', 'NNPA', 'VBZ', 'DTC', 'NNP', 'RBW', 'VBOF', 'DTC', 'NNC', 'NN', 'DTPP', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'PMC', 'VBW', 'DTC', 'NNC', 'CCB', 'CCB', 'NNC', 'DTC', 'NNC', 'PRP', 'DTP', 'NNP', 'PMC', 'RBW', 'VBN', 'NNC', 'CCT', 'JJN', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
7,"Ganu'n kababaw ang bashers ng mga Atayde . Kaya pala sa guesting ni Sylvia sa programang Tonight with Boy Abunda nitong Lunes , natanong ni Boy kung ano 'yung tungkol sa pustahan at kung si Maine ba ito ?","['PROPN', 'NOUN', 'DT', 'NOUN', 'CONJ', 'DT', 'PROPN', 'PUNC', 'CONJ', 'NOUN', 'CONJ', 'VBPR', 'DT', 'PROPN', 'CONJ', 'NOUN', 'NOUN', 'IN', 'PROPN', 'PROPN', 'PR', 'PROPN', 'PUNC', 'VBPT', 'DT', 'PROPN', 'CONJ', 'PR', 'PR', 'RB', 'CONJ', 'NOUN', 'IN', 'CONJ', 'DT', 'NOUN', 'RB', 'PR', 'PUNC']","['NNP', 'NNC', 'DTC', 'NNS', 'CCB', 'DTCP', 'NNP', 'PMP', 'CCR', 'NNC', 'CCT', 'VBG', 'DTP', 'NNP', 'CCT', 'NNC', 'NN', 'IN', 'NNP', 'NNP', 'PRO', 'NNP', 'PMC', 'VBTS', 'DTP', 'NNP', 'CCR', 'PRQ', 'PRO', 'RBR', 'CCT', 'NNC', 'IN', 'CCR', 'DTP', 'NN', 'RBI', 'PRO', 'PMQ']","['MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN']"
8,"Sa unang araw ng Pasko , binigay sa 'kin ng nobya ko : Isang basketbol na bago .","['CONJ', 'CD', 'NOUN', 'CONJ', 'PROPN', 'PUNC', 'VB', 'CONJ', 'NOUN', 'CONJ', 'NOUN', 'PR', 'SYM', 'PR', 'NOUN', 'CCP', 'RB', 'PUNC']","['CCT', 'JJN', 'NNC', 'CCB', 'NNP', 'PMC', 'VBOF', 'CCT', 'NNC', 'CCB', 'NNC', 'PRS', 'PMS', 'PRI', 'NNC', 'CCP', 'RBW', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
9,'Yung delivery address po ba ay 'yung lugar kung saan nanggaling ang item na bibilhin o ito ba 'yung lugar kung saan idedeliver ang bibilhin na item ?,"['PR', 'NOUN', 'NOUN', 'UH', 'RB', 'LM', 'PR', 'NOUN', 'CONJ', 'PR', 'VBPT', 'DT', 'NOUN', 'CCP', 'VBFT', 'SYM', 'PR', 'RB', 'PR', 'NOUN', 'CONJ', 'PR', 'VBPR', 'DT', 'VBFT', 'CCP', 'NOUN', 'PUNC']","['PRO', 'NN', 'NN', 'UH', 'RBI', 'LM', 'PRO', 'NNC', 'CCR', 'PRQ', 'VBTS', 'DTC', 'NN', 'CCP', 'VBTF', 'LS', 'PRO', 'RBI', 'PRO', 'NNC', 'CCR', 'PRQ', 'VBTR', 'DTC', 'VBTF', 'CCP', 'NN', 'PMQ']","['MGNN', 'Spacy', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN']"
